CUSTOMERID,GENDER,AGE,MARRIED,DEPENDENTS,CITY,ZIP_CODE,SENIORCITIZEN,TENURE,PHONESERVICE,MULTIPLELINES,INTERNETSERVICE,INTERNET_TYPE,ONLINESECURITY,ONLINEBACKUP,DEVICEPROTECTION,TECHSUPPORT,STREAMINGTV,STREAMINGMOVIES,STREAMING_MUSIC,UNLIMITED_DATA,CONTRACT,PAPERLESSBILLING,PAYMENTMETHOD,MONTHLYCHARGES,TOTALCHARGES,TOTAL_REVENUE,TOTAL_REFUNDS,NUMBER_OF_REFERRALS,OFFER,AVG_MONTHLY_GB_DOWNLOAD,CHURN,CHURN_CATEGORY,CHURN_REASON,CHURN_BINARY,CHURN_PROBABILITY,RISK_TIER
0181-RITDD,Male,42,True,True,San Diego,92120,0,62,True,No,Fiber optic,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,True,True,Two year,False,Mailed check,108.15,6825.65,6934.77,0.0,2,,20.0,No,,,0,0.018371584474851887,Low Risk
0186-CAERR,Male,22,False,False,Auburn,95603,0,71,True,Yes,Fiber optic,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,True,True,One year,True,Bank transfer (automatic),116.3,8309.55,8514.03,0.0,0,,48.0,No,,,0,0.1794948833040408,Low Risk
0187-QSXOE,Male,71,True,False,Fresno,93725,1,7,True,No,Fiber optic,Fiber Optic,No,No,No,No,Yes,Yes,True,True,Month-to-month,True,Electronic check,89.0,605.45,899.24,0.0,8,,11.0,No,,,0,0.24878153811492357,Low Risk
0187-WZNAB,Female,56,True,True,Del Rey,93616,0,27,True,No,Fiber optic,Fiber Optic,Yes,No,No,No,No,No,False,True,Month-to-month,False,Mailed check,74.4,1972.35,3232.17,0.0,6,Offer C,28.0,No,,,0,0.08568936854068465,Low Risk
0191-EQUUH,Female,32,False,True,Landers,92285,0,25,False,No phone service,DSL,Cable,Yes,No,No,Yes,No,No,False,True,Two year,False,Bank transfer (automatic),35.05,844.45,844.45,0.0,0,Offer C,75.0,No,,,0,0.03418098254463124,Low Risk
0191-ZHSKZ,Male,80,False,False,Hawthorne,90250,1,30,True,No,DSL,DSL,Yes,Yes,No,No,Yes,Yes,False,True,Month-to-month,True,Electronic check,74.75,2111.3,3269.6,0.0,0,,5.0,No,,,0,0.2826698107753392,Low Risk
0193-ESZXP,Female,73,True,False,Oceano,93445,1,58,True,No,Fiber optic,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,True,True,One year,True,Credit card (automatic),105.5,6205.5,7188.02,0.0,1,,19.0,Yes,Attitude,Attitude of support person,1,0.47538740209678876,Medium Risk
0195-IESCP,Male,26,True,False,Armona,93202,0,10,True,Yes,Fiber optic,Fiber Optic,No,No,No,No,No,Yes,True,False,Month-to-month,True,Electronic check,85.25,855.3,975.5,0.0,1,Offer D,82.0,Yes,Competitor,Competitor offered more data,1,0.7465136140144766,High Risk
0196-JTUQI,Female,59,False,False,Clarksburg,95612,0,9,True,Yes,Fiber optic,Fiber Optic,No,No,No,No,No,No,False,True,Month-to-month,True,Credit card (automatic),75.2,633.85,717.28,0.0,0,,28.0,No,,,0,0.562897458211438,Medium Risk
0196-VULGZ,Female,78,True,False,Irvine,92620,1,6,True,Yes,Fiber optic,Fiber Optic,No,No,No,No,No,Yes,False,True,Month-to-month,True,Electronic check,84.35,474.9,647.16,0.0,1,,17.0,Yes,Other,Deceased,1,0.8358241614473124,High Risk
0197-PNKNK,Female,47,True,True,Scotts Valley,95066,0,69,True,Yes,Fiber optic,Fiber Optic,Yes,No,Yes,No,No,No,False,False,One year,False,Bank transfer (automatic),84.45,5848.6,8574.08,0.0,7,,16.0,No,,,0,0.016423791634700133,Low Risk
0201-MIBOL,Female,68,False,False,Salida,95368,1,66,True,Yes,Fiber optic,Fiber Optic,Yes,No,No,No,Yes,Yes,True,True,Two year,True,Bank transfer (automatic),102.4,6471.85,7161.55,0.0,0,,20.0,No,,,0,0.1665631665987018,Low Risk
0201-OAMXR,Female,30,False,False,Mckinleyville,95519,0,70,True,Yes,Fiber optic,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,True,True,One year,False,Credit card (automatic),115.55,8127.6,8842.3,0.0,0,Offer A,52.0,Yes,Dissatisfaction,Network reliability,1,0.37659916834173196,Medium Risk
0203-HHYIJ,Male,62,False,False,Atherton,94027,0,25,True,Yes,No,,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,,,One year,False,Bank transfer (automatic),25.3,676.35,815.6,0.0,0,Offer C,,Yes,Price,Long distance charges,1,0.38208669024540465,Medium Risk
0206-OYVOC,Female,52,True,True,Huntington Beach,92649,0,46,True,No,No,,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,,,Two year,True,Mailed check,19.25,864.2,1983.38,0.0,1,Offer B,,No,,,0,0.03053653008694879,Low Risk
0206-TBWLC,Female,63,True,False,Calimesa,92320,0,54,True,Yes,Fiber optic,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,True,True,One year,True,Mailed check,114.65,6049.5,6665.1,0.0,7,Offer B,26.0,No,,,0,0.04395711220674364,Low Risk
0207-MDKNV,Female,54,False,False,Daly City,94014,0,15,True,No,Fiber optic,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,True,True,Month-to-month,False,Electronic check,105.1,1582.75,1918.6,0.0,0,,7.0,Yes,Competitor,Competitor made better offer,1,0.4938315728550841,Medium Risk
0208-BPQEJ,Female,48,True,True,Middletown,95461,0,12,True,No,No,,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,,,Month-to-month,False,Bank transfer (automatic),19.4,198.1,297.1,0.0,0,Offer D,,No,,,0,0.17839634130565415,Low Risk
0212-ISBBF,Female,51,False,False,Berkeley,94705,0,22,False,No phone service,DSL,Cable,No,Yes,No,No,Yes,Yes,True,True,Month-to-month,True,Electronic check,50.35,1098.85,1098.85,0.0,0,,22.0,No,,,0,0.22542240895965235,Low Risk
0214-JHPFW,Female,22,True,False,Lost Hills,93249,0,70,False,No phone service,DSL,Cable,No,Yes,Yes,Yes,Yes,Yes,True,True,Two year,False,Bank transfer (automatic),57.8,4039.3,4038.29,1.01,9,,85.0,No,,,0,0.0022538200022415664,Low Risk
0215-BQKGS,Male,52,False,False,Garden Grove,92844,0,30,True,No,Fiber optic,Fiber Optic,Yes,Yes,Yes,No,No,No,False,False,Month-to-month,True,Credit card (automatic),84.3,2438.6,3310.5,0.0,0,Offer C,20.0,No,,,0,0.28303379068608686,Low Risk
0218-QNVAS,Male,22,True,True,Indio,92203,0,71,True,Yes,Fiber optic,Fiber Optic,No,Yes,No,No,Yes,Yes,True,True,One year,False,Bank transfer (automatic),100.55,7113.75,9108.9,16.99,1,Offer A,59.0,No,,,0,0.2508239271891856,Low Risk
0219-QAERP,Male,33,True,False,Oxnard,93033,0,30,True,No,No,,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,,,One year,False,Credit card (automatic),19.8,576.65,870.95,0.0,2,,,No,,,0,0.0014803011967191074,Low Risk
0219-YTZUE,Male,26,True,True,San Diego,92122,0,4,True,Yes,Fiber optic,Fiber Optic,No,Yes,Yes,No,No,No,True,True,Month-to-month,True,Bank transfer (automatic),84.8,371.9,486.98,0.0,5,Offer E,19.0,Yes,Competitor,Competitor made better offer,1,0.7978924379318287,High Risk
0220-EBGCE,Male,58,False,False,Escondido,92027,0,2,True,No,Fiber optic,Fiber Optic,No,No,Yes,No,No,Yes,True,True,Month-to-month,True,Electronic check,85.85,167.3,195.58,0.0,0,Offer E,28.0,Yes,Competitor,Competitor made better offer,1,0.9766082601389173,High Risk
0221-NAUXK,Male,22,False,True,Moreno Valley,92553,0,10,True,No,No,,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,,,One year,True,Bank transfer (automatic),19.95,219.5,298.1,0.0,0,,,No,,,0,0.050942816780238855,Low Risk
0221-WMXNQ,Male,66,False,False,Chino,91710,1,4,True,No,Fiber optic,Fiber Optic,Yes,No,No,No,No,No,False,True,Month-to-month,False,Electronic check,75.35,273.4,419.0,0.0,0,Offer E,29.0,No,,,0,0.3995953271480504,Medium Risk
0222-CNVPT,Male,69,False,False,Sacramento,95820,1,52,False,No phone service,DSL,DSL,Yes,No,No,No,Yes,Yes,True,True,Month-to-month,True,Credit card (automatic),48.8,2555.05,2555.05,0.0,0,Offer B,19.0,No,,,0,0.22834370452342465,Low Risk
0224-HJAPT,Male,25,False,False,San Diego,92117,0,5,True,Yes,DSL,Cable,No,No,No,No,No,No,True,True,Month-to-month,False,Electronic check,47.15,223.15,333.2,0.0,0,,85.0,Yes,Competitor,Competitor made better offer,1,0.5327887998091293,Medium Risk
0224-NIJLP,Male,30,True,True,Turlock,95380,0,8,True,No,No,,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,,,Two year,False,Mailed check,20.15,165.5,188.46,0.0,1,Offer E,,No,,,0,0.012472076980758886,Low Risk
0228-MAUWC,Male,40,False,False,Los Gatos,95033,0,19,True,Yes,DSL,DSL,No,No,Yes,Yes,No,No,False,True,Month-to-month,False,Electronic check,59.55,1144.6,1369.75,0.0,0,Offer D,18.0,No,,,0,0.15675322390180682,Low Risk
0229-LFJAF,Male,53,False,False,Clovis,93611,0,72,True,Yes,DSL,DSL,Yes,Yes,Yes,Yes,No,No,False,True,Two year,False,Bank transfer (automatic),69.65,4908.25,5171.77,0.0,0,Offer A,13.0,No,,,0,0.027918945855858322,Low Risk
0230-UBYPQ,Male,76,True,False,Hyampom,96046,1,63,False,No phone service,DSL,DSL,Yes,No,No,Yes,No,No,False,True,One year,False,Bank transfer (automatic),36.1,2298.9,2298.9,0.0,2,Offer B,7.0,No,,,0,0.010251596019997845,Low Risk
0230-WEQUW,Male,38,True,False,Woodland Hills,91364,0,66,False,No phone service,DSL,DSL,Yes,Yes,Yes,Yes,Yes,No,False,True,Two year,True,Bank transfer (automatic),56.6,3789.2,3789.2,0.0,1,,29.0,No,,,0,0.025612289477429554,Low Risk
0231-LXVAP,Male,23,False,False,Temecula,92592,0,1,True,No,Fiber optic,Fiber Optic,No,No,No,Yes,No,No,False,True,Month-to-month,True,Electronic check,75.9,75.9,120.46,0.0,0,,27.0,Yes,Competitor,Competitor made better offer,1,0.9899057781649244,High Risk
0233-FTHAV,Female,24,False,False,Livingston,95334,0,60,True,Yes,Fiber optic,Fiber Optic,No,No,Yes,No,No,No,False,True,One year,True,Bank transfer (automatic),79.2,4765.0,5682.4,0.0,0,,48.0,No,,,0,0.13579163856045107,Low Risk
0234-TEVTT,Female,43,True,True,Tulare,93274,0,48,False,No phone service,DSL,DSL,Yes,No,Yes,No,No,Yes,True,True,One year,False,Credit card (automatic),45.0,2196.3,2196.3,0.0,3,,22.0,No,,,0,0.11274210526472128,Low Risk
0235-KGSLC,Female,45,False,False,Buellton,93427,0,1,True,No,Fiber optic,Fiber Optic,No,No,Yes,No,Yes,No,False,True,Month-to-month,True,Credit card (automatic),85.55,85.55,118.89,0.0,0,Offer E,4.0,Yes,Other,Moved,1,0.9657223000439464,High Risk
0236-HFWSV,Male,49,False,False,Palmdale,93552,0,15,True,Yes,Fiber optic,Fiber Optic,No,No,No,No,Yes,Yes,True,True,Month-to-month,True,Electronic check,93.35,1444.65,2178.6,0.0,0,,15.0,Yes,Competitor,Competitor had better devices,1,0.6724910109326255,High Risk
0237-YFUTL,Female,62,True,False,Midway City,92655,0,50,True,Yes,Fiber optic,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,True,True,Month-to-month,True,Bank transfer (automatic),109.65,5405.8,7134.3,0.0,4,Offer B,13.0,No,,,0,0.08866939187951654,Low Risk
0238-WHBIQ,Male,25,True,True,Folsom,95630,0,72,True,Yes,DSL,Cable,Yes,Yes,Yes,Yes,Yes,Yes,True,True,Two year,False,Credit card (automatic),89.7,6339.3,8769.3,0.0,10,Offer A,30.0,No,,,0,0.0011514264971130906,Low Risk
0239-OXEXL,Female,37,False,False,Oakland,94619,0,46,True,Yes,Fiber optic,Fiber Optic,Yes,Yes,No,No,No,No,False,False,Month-to-month,False,Mailed check,84.25,3847.6,5938.02,0.0,0,,21.0,No,,,0,0.25868582393498796,Low Risk
0244-LGNFY,Female,35,True,True,San Anselmo,94960,0,72,True,Yes,DSL,DSL,Yes,Yes,Yes,Yes,Yes,Yes,True,True,Two year,False,Bank transfer (automatic),92.65,6733.0,8893.0,0.0,4,,19.0,No,,,0,0.010892805807457918,Low Risk
0248-PGHBZ,Female,69,False,False,San Clemente,92672,1,67,True,No,Fiber optic,Fiber Optic,Yes,Yes,No,Yes,Yes,No,False,True,Two year,True,Bank transfer (automatic),92.45,6140.85,6313.04,0.0,0,Offer A,21.0,No,,,0,0.03845178243081227,Low Risk
0253-ZTEOB,Female,44,True,True,Los Angeles,90004,0,48,True,Yes,DSL,DSL,No,Yes,No,Yes,Yes,Yes,True,True,Two year,False,Electronic check,79.65,3870.3,4299.42,0.0,5,,27.0,No,,,0,0.026264913672223725,Low Risk
0254-FNMCI,Female,19,False,False,Downey,90241,0,72,True,No,Fiber optic,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,True,True,Two year,True,Electronic check,109.9,7624.2,10641.72,0.0,0,,73.0,No,,,0,0.11270754003767276,Low Risk
0254-KCJGT,Male,64,True,False,Bodega Bay,94923,0,52,True,Yes,DSL,Cable,Yes,Yes,Yes,Yes,No,Yes,True,True,One year,True,Credit card (automatic),81.4,4354.45,6504.13,0.0,6,Offer B,24.0,No,,,0,0.026893891297625344,Low Risk
0254-WWRKD,Female,44,True,True,Challenge,95925,0,67,True,No,DSL,Cable,No,Yes,No,No,No,No,False,True,One year,False,Credit card (automatic),50.55,3431.75,6574.05,0.0,1,Offer A,28.0,No,,,0,0.07219250336676193,Low Risk
0256-LTHVJ,Female,58,True,True,Ludlow,92338,0,28,True,No,Fiber optic,Fiber Optic,No,No,No,No,No,Yes,True,True,Month-to-month,True,Electronic check,81.05,2227.1,2698.9,0.0,1,Offer C,13.0,Yes,Competitor,Competitor had better devices,1,0.6250692838396397,High Risk
0257-KXZGU,Female,29,True,True,Santa Clara,95051,0,32,True,Yes,DSL,DSL,No,Yes,Yes,No,No,No,True,True,Month-to-month,False,Bank transfer (automatic),62.45,2045.55,3110.51,0.0,9,Offer C,51.0,No,,,0,0.019739368513249284,Low Risk
0257-ZESQC,Female,80,True,False,Perris,92571,1,27,True,No,Fiber optic,Cable,Yes,No,No,No,No,No,False,True,Month-to-month,True,Bank transfer (automatic),75.2,1929.35,2118.89,0.0,2,,25.0,Yes,Attitude,Attitude of support person,1,0.3659926025254033,Medium Risk
0259-GBZSH,Male,22,False,False,San Diego,92122,0,2,True,Yes,Fiber optic,Cable,No,No,No,No,Yes,No,True,True,Month-to-month,True,Electronic check,85.65,181.5,262.36,0.0,0,Offer E,27.0,Yes,Competitor,Competitor made better offer,1,0.9919846084358279,High Risk
0260-ZDLGK,Female,50,False,True,San Dimas,91773,0,9,True,No,DSL,Cable,No,No,Yes,Yes,Yes,Yes,True,True,Month-to-month,True,Mailed check,72.9,651.4,970.81,0.0,0,,11.0,Yes,Competitor,Competitor made better offer,1,0.42081539019003444,Medium Risk
0263-FJTQO,Male,53,True,True,Rescue,95672,0,50,True,Yes,DSL,Cable,Yes,No,No,Yes,Yes,No,False,True,Two year,True,Credit card (automatic),70.5,3486.65,5711.15,0.0,10,Offer B,28.0,No,,,0,0.009702528208736107,Low Risk
0264-CNITK,Female,45,True,True,Clio,96106,0,71,True,No,No,,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,,,Two year,False,Bank transfer (automatic),20.1,1389.6,3592.73,0.0,1,,,No,,,0,0.00623627776584599,Low Risk
0265-EDXBD,Male,76,True,False,San Diego,92122,1,32,True,Yes,Fiber optic,Fiber Optic,No,No,No,No,No,No,False,True,Month-to-month,True,Electronic check,74.9,2303.35,3818.23,0.0,2,Offer C,10.0,Yes,Attitude,Attitude of support person,1,0.5383816409786217,Medium Risk
0265-PSUAE,Female,57,True,True,Lotus,95651,0,16,True,No,Fiber optic,Fiber Optic,Yes,No,Yes,No,Yes,Yes,True,True,Month-to-month,False,Bank transfer (automatic),100.7,1522.7,1959.02,0.0,10,Offer D,76.0,No,,,0,0.15607452688387247,Low Risk
0266-CLZKZ,Female,45,True,True,San Marcos,92078,0,67,True,Yes,Fiber optic,Fiber Optic,No,No,Yes,Yes,Yes,Yes,True,True,Two year,True,Bank transfer (automatic),105.65,6717.9,7909.83,0.0,8,Offer A,22.0,No,,,0,0.0470106952762246,Low Risk
0266-GMEAO,Male,43,True,True,Lompoc,93436,0,72,True,Yes,Fiber optic,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,True,True,Two year,True,Credit card (automatic),114.3,8058.55,9206.23,0.0,1,,13.0,No,,,0,0.07463266304744932,Low Risk
0268-QKIWO,Female,41,False,False,Pilot Hill,95664,0,3,True,No,No,,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,,,Month-to-month,False,Electronic check,19.75,58.85,132.74,0.0,0,Offer E,,Yes,Attitude,Attitude of support person,1,0.97,High Risk
0269-XFESX,Male,22,True,True,San Francisco,94133,0,23,True,Yes,No,,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,,,One year,False,Mailed check,24.35,538.5,1642.96,0.0,1,,,No,,,0,0.04819704289375651,Low Risk
0270-THENM,Male,62,True,True,Mission Hills,91345,0,72,True,Yes,DSL,DSL,Yes,Yes,Yes,Yes,No,No,False,True,Two year,False,Bank transfer (automatic),69.85,5102.35,7119.75,25.24,1,,18.0,No,,,0,0.05290943574443726,Low Risk
0274-JKUJR,Male,21,True,True,Los Angeles,90040,0,7,False,No phone service,DSL,Cable,Yes,Yes,Yes,No,Yes,Yes,True,True,Month-to-month,False,Mailed check,58.85,465.7,465.7,0.0,9,Offer E,47.0,No,,,0,0.13728952658764548,Low Risk
0277-BKSQP,Male,49,True,True,Harbor City,90710,0,8,True,No,DSL,DSL,No,No,No,No,Yes,No,False,True,Month-to-month,True,Electronic check,54.4,475.1,487.58,0.0,10,Offer E,57.0,No,,,0,0.10811083664428,Low Risk
0277-ORXQS,Male,33,True,True,San Francisco,94108,0,66,False,No phone service,DSL,Cable,No,No,No,Yes,Yes,Yes,True,False,Two year,False,Bank transfer (automatic),50.55,3364.55,3474.55,0.0,9,Offer A,23.0,No,,,0,0.011423636461654577,Low Risk
0278-YXOOG,Male,30,False,False,Inglewood,90301,0,5,True,No,No,,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,,,Month-to-month,False,Mailed check,21.05,113.85,285.15,0.0,0,Offer E,,Yes,Attitude,Attitude of support person,1,0.22056425921949616,Low Risk
0280-XJGEX,Male,38,False,False,Los Angeles,90015,0,49,True,Yes,Fiber optic,Fiber Optic,No,Yes,Yes,No,Yes,Yes,True,True,Month-to-month,True,Bank transfer (automatic),103.7,5036.3,7208.47,0.0,0,,11.0,Yes,Competitor,Competitor had better devices,1,0.4693488845904767,Medium Risk
0281-CNTZX,Male,56,True,False,Pescadero,94060,0,63,True,No,No,,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,,,Two year,True,Bank transfer (automatic),19.95,1234.8,3651.48,0.0,2,Offer B,,No,,,0,0.0008174395513078325,Low Risk
0282-NVSJS,Female,70,True,True,Aromas,95004,1,12,False,No phone service,DSL,DSL,No,No,No,Yes,No,No,False,True,Month-to-month,True,Mailed check,29.3,355.9,355.9,0.0,1,Offer D,14.0,No,,,0,0.2886641944900622,Low Risk
0285-INHLN,Male,54,True,True,Badger,93603,0,27,True,No,DSL,DSL,Yes,Yes,No,No,No,No,False,True,Month-to-month,True,Credit card (automatic),54.75,1510.3,2487.43,0.0,5,,53.0,No,,,0,0.03475074032120158,Low Risk
0289-IVARM,Female,57,False,False,Parlier,93648,0,35,True,No,DSL,DSL,Yes,Yes,Yes,No,No,No,False,True,Month-to-month,False,Electronic check,60.55,1982.6,3550.95,0.0,0,,20.0,No,,,0,0.09660657098900437,Low Risk
0292-WEGCH,Female,40,True,True,Death Valley,92328,0,54,True,Yes,DSL,DSL,No,Yes,Yes,Yes,Yes,Yes,True,True,Month-to-month,True,Electronic check,86.2,4524.05,4757.87,0.0,7,Offer B,12.0,No,,,0,0.026497824638855257,Low Risk
0295-PPHDO,Male,56,False,False,La Puente,91744,0,1,True,Yes,Fiber optic,Fiber Optic,No,No,No,No,Yes,Yes,True,True,Month-to-month,True,Electronic check,95.45,95.45,101.04,0.0,0,,2.0,Yes,Competitor,Competitor had better devices,1,0.9918188436051252,High Risk
0295-QVKPB,Male,38,False,False,Riverdale,93656,0,5,True,No,DSL,DSL,No,No,Yes,Yes,Yes,No,False,True,Month-to-month,True,Credit card (automatic),63.95,318.1,387.9,0.0,0,Offer E,5.0,No,,,0,0.22271556335293088,Low Risk
0297-RBCSG,Male,61,False,False,San Francisco,94104,0,19,True,No,DSL,DSL,No,Yes,No,Yes,No,Yes,True,False,One year,True,Bank transfer (automatic),65.35,1231.85,2085.86,0.0,0,,6.0,No,,,0,0.232839996511808,Low Risk
0298-XACET,Male,35,True,True,Berry Creek,95916,0,52,False,No phone service,DSL,DSL,No,Yes,Yes,Yes,Yes,No,False,True,Two year,False,Mailed check,50.2,2554.0,2526.99,27.01,1,,17.0,No,,,0,0.09806697591374,Low Risk
0301-FIDRB,Female,61,True,True,Fulton,95439,0,72,False,No phone service,DSL,DSL,Yes,Yes,Yes,Yes,Yes,Yes,True,True,Two year,True,Bank transfer (automatic),63.8,4684.3,4684.3,0.0,8,,22.0,No,,,0,0.004581407124697157,Low Risk
0301-KOBTQ,Male,50,False,False,Capitola,95010,0,32,True,No,No,,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,,,Two year,True,Bank transfer (automatic),20.05,614.45,1081.84,9.73,0,,,No,,,0,0.005404849627754853,Low Risk
0302-JOIVN,Female,47,True,False,San Diego,92109,0,8,True,No,Fiber optic,Fiber Optic,No,Yes,Yes,No,Yes,Yes,True,True,Month-to-month,False,Electronic check,101.15,842.9,977.94,0.0,1,,6.0,Yes,Competitor,Competitor made better offer,1,0.8362863078146199,High Risk
0303-UNCIP,Male,35,False,False,Claremont,91711,0,41,True,Yes,DSL,DSL,No,No,Yes,No,No,Yes,True,False,One year,False,Mailed check,65.0,2531.8,4211.35,0.0,0,Offer B,30.0,No,,,0,0.09189229826474574,Low Risk
0303-WMMRN,Male,32,False,False,Glendale,91207,0,5,True,No,No,,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,,,Month-to-month,True,Mailed check,19.25,86.05,191.1,0.0,0,,,No,,,0,0.07964921563135456,Low Risk
0305-SQECB,Female,54,False,True,Gardena,90248,0,11,False,No phone service,DSL,DSL,Yes,No,No,Yes,No,No,False,False,One year,True,Mailed check,36.05,402.6,502.6,0.0,0,,17.0,No,,,0,0.08671711076047274,Low Risk
0306-JAELE,Male,61,False,False,Fallbrook,92028,0,5,True,No,Fiber optic,Fiber Optic,No,No,No,Yes,Yes,Yes,True,True,Month-to-month,True,Electronic check,96.1,453.4,608.85,0.0,0,,11.0,Yes,Competitor,Competitor made better offer,1,0.6247495673232308,High Risk
0307-BCOPK,Female,62,False,False,San Francisco,94134,0,16,True,No,No,,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,,,One year,False,Mailed check,19.05,326.65,990.81,0.0,0,Offer D,,No,,,0,0.03197361441394943,Low Risk
0308-GIQJT,Male,80,False,False,San Diego,92126,1,71,True,Yes,Fiber optic,Fiber Optic,No,Yes,No,Yes,Yes,Yes,False,True,One year,False,Bank transfer (automatic),105.75,7382.85,7815.95,0.0,0,,9.0,No,,,0,0.26655029449506973,Low Risk
0308-IVGOK,Female,23,False,False,Santa Ana,92703,0,11,False,No phone service,DSL,DSL,No,Yes,Yes,Yes,No,No,False,True,One year,True,Credit card (automatic),40.4,422.6,422.6,0.0,0,,59.0,No,,,0,0.13041306070554223,Low Risk
0310-MVLET,Female,63,True,True,Snelling,95369,0,61,True,Yes,Fiber optic,Fiber Optic,No,Yes,No,No,Yes,Yes,True,True,Month-to-month,True,Electronic check,99.15,6010.05,9019.18,0.0,1,,7.0,Yes,Dissatisfaction,Service dissatisfaction,1,0.6062019882833322,High Risk
